Provincias,Partido,Localidad,ADSL,DIALUP,FIBRAOPTICA,4G,TELEFONIAFIJA,SATELITAL
BUENOS AIRES,,,SI,,,SI,,
BUENOS AIRES,,José Juan Almeyra,--,,--,--,,--
,Navarro,Las Marianas,,--,--,,--,--
BUENOS AIRES,Navarro,Navarro,,SI,SI,,SI,SI
BUENOS AIRES,,,--,,,--,,
BUENOS AIRES,Necochea,,--,--,,--,SI,--
BUENOS AIRES,Olavarría,,--,--,,SI,--,--
BUENOS AIRES,,Sierras Bayas,SI,,--,--,,--
,Olavarría,Villa Alfredo Fortabat,,--,--,,SI,--
,Olavarría,Villa Arrieta,--,--,--,SI,--,
BUENOS AIRES,,Villa La Serranía,--,,--,SI,,--
BUENOS AIRES,,,--,,,SI,,--
BUENOS AIRES,Patagones,,--,--,,SI,--,
BUENOS AIRES,,Carmen de Patagones,SI,,SI,SI,,SI
BUENOS AIRES,Patagones,José B. Casas,,--,--,,--,--
,Patagones,Juan A. Pradere,,--,--,SI,--,--
,Patagones,Stroeder,--,SI,SI,SI,SI,--
,Patagones,Villalonga,,SI,SI,,SI,
BUENOS AIRES,,Capitán Castro,--,,--,--,,--
BUENOS AIRES,,,--,,,SI,,--
,COMUNA 15,VILLA CRESPO,,SI,SI,,SI,
,San Javier,Villa Dolores,SI,--,SI,SI,SI,
CORDOBA,,,--,,,--,,--
CORDOBA,San Justo,,--,--,,SI,SI,SI
,San Justo,Altos de Chipión,SI,--,--,SI,SI,
BUENOS AIRES,Tres Arroyos,Claromecó,,--,SI,,SI,
,Tres Arroyos,Copetonas,,--,SI,,SI,--
,Tres Arroyos,Dunamar,--,--,--,SI,--,--
BUENOS AIRES,,,--,,,--,,--
BUENOS AIRES,,Micaela Cascallares (Est. Cascallares),--,,SI,SI,,
,Tres Arroyos,Orense,--,SI,SI,SI,SI,--
BUENOS AIRES,Tres Arroyos,Reta,,--,--,,SI,--
,Tres Arroyos,San Francisco de Bellocq,--,--,--,SI,SI,--
BUENOS AIRES,Tres Arroyos,San Mayol,,--,--,,--,
BUENOS AIRES,,Tres Arroyos,SI,,,SI,,SI
BUENOS AIRES,Tres Arroyos,,--,--,,SI,--,--
BUENOS AIRES,,,SI,,,SI,,
BUENOS AIRES,,Martín Coronado,SI,,SI,SI,,
,Tres De Febrero,Pablo Podestá,,--,SI,,SI,--
,Tres De Febrero,Remedios De Escalada,SI,--,SI,SI,SI,--
BUENOS AIRES,,Saenz Peña,SI,,SI,SI,,SI
BUENOS AIRES,,,SI,--,,SI,SI,
BUENOS AIRES,Tres De Febrero,Villa Bosch (Est. Juan Maria Bosch),,--,SI,,SI,--
,Quilmes,Don Bosco,,--,SI,,SI,--
BUENOS AIRES,Quilmes,,SI,SI,,SI,SI,--
BUENOS AIRES,,Ezpeleta Oeste,SI,,SI,SI,,
BUENOS AIRES,,Quilmes,SI,,SI,SI,,SI
BUENOS AIRES,,,SI,,,SI,,--
,Quilmes,San Francisco Solano,SI,--,SI,SI,SI,
,Tres De Febrero,11 De Septiembre,,--,SI,,SI,SI
BUENOS AIRES,Tres De Febrero,,SI,--,,SI,,--
BUENOS AIRES,,Churruca,SI,,SI,SI,,--
BUENOS AIRES,,,SI,,,SI,,--
BUENOS AIRES,Tres De Febrero,,SI,SI,,SI,SI,
,Tres De Febrero,El Libertador,,--,--,,SI,--
BUENOS AIRES,Tres De Febrero,Jose Ingenieros,,--,SI,,SI,--
CORDOBA,General San Martín,Pasco,,--,SI,,SI,
,General San Martín,Sanabria,--,--,--,--,SI,--
CORDOBA,General San Martín,,SI,--,,SI,,--
CORDOBA,,Ticino,--,,SI,SI,,SI
,General San Martín,Tío Pujio,SI,--,SI,SI,SI,--
,General San Martín,Villa Albertina,,--,--,,--,
CORDOBA,General San Martín,,SI,--,,SI,SI,SI
CORDOBA,,,SI,,,SI,,SI
CORDOBA,General San Martín,Villa Oeste,,--,--,,--,
,Ischilín,Avellaneda,,--,--,,--,
,Ischilín,Cañada de Río Pinto,--,--,--,--,--,--
CORDOBA,Ischilín,Chuña,,--,--,,--,SI
CORDOBA,,Copacabana,--,,--,--,,
CABA,COMUNA 01,,SI,,,SI,SI,SI
,Ischilín,Deán Funes,,--,SI,,SI,SI
,Ischilín,Esquina del Alambre,--,--,--,--,--,--
CORDOBA,Ischilín,Los Chañaritos,,--,--,,--,
,Ischilín,Los Pozos,--,--,--,SI,--,
CORDOBA,,,--,,,--,--,--
CORDOBA,,Quilino,SI,,SI,SI,,--
CORDOBA,,,--,,,--,,
CORDOBA,Ischilín,,--,--,,--,--,
,Pilar,Barrio Parque Almirante Irizar (Ap. Kilómetro 61),,--,--,,--,--
BUENOS AIRES,Pilar,Club de Campo Larena - Los Quinchos,,--,--,,--,--
BUENOS AIRES,Pilar,,--,--,,SI,--,
BUENOS AIRES,,,SI,,,SI,,--
,Pilar,Fátima,SI,--,SI,SI,SI,--
,Pilar,La Lonja,,--,SI,,SI,--
BUENOS AIRES,,Los Cachorros,--,,--,SI,,
BUENOS AIRES,Pilar,,--,--,,SI,,--
BUENOS AIRES,Pilar,,--,--,,SI,--,--
BUENOS AIRES,,,--,,,SI,,--
CABA,COMUNA 01,RETIRO,,SI,SI,,SI,SI
,Ischilín,Villa Quilino,,--,SI,,--,
CORDOBA,,Alejandro Roca (Est. Alejandro),SI,,--,SI,,--
CORDOBA,Juárez Celman,,--,--,,--,--,--
CORDOBA,Juárez Celman,,--,--,,SI,SI,
CORDOBA,,Carnerillo,SI,,SI,SI,,SI
,Coronel Suárez,Huanguelén,,SI,SI,,SI,--
,Coronel Suárez,Pasman,--,--,--,--,--,--
,Coronel Suárez,San José,,--,SI,,SI,--
BUENOS AIRES,Coronel Suárez,Santa María,,--,SI,,SI,
BUENOS AIRES,,,--,,,SI,,--
BUENOS AIRES,Coronel Suárez,,--,--,,--,--,--
BUENOS AIRES,Daireaux,Andant,,--,--,,--,
,Daireaux,Arboledas,--,--,--,,SI,--
BUENOS AIRES,,Daireaux,SI,,--,SI,,SI
BUENOS AIRES,,,--,--,,--,--,--
,Daireaux,La Manuela,--,--,--,--,--,
BUENOS AIRES,Daireaux,Salazar,,--,--,,SI,
BUENOS AIRES,Dolores,Dolores,,SI,SI,,SI,--
,Dolores,Sevigne,,--,--,,SI,--
BUENOS AIRES,Carlos Casares,,--,--,,--,SI,--
BUENOS AIRES,,,SI,,,SI,,
,Carlos Casares,Colonia Mauricio,--,--,--,--,--,--
BUENOS AIRES,Carlos Casares,Hortensia,,--,--,,--,--
,Carlos Casares,La Sofía,,--,--,,--,
,Carlos Casares,Mauricio Hirsch,--,--,--,--,SI,--
BUENOS AIRES,,,--,,,SI,,--
BUENOS AIRES,,Ordoqui,--,,--,--,,--
BUENOS AIRES,,,--,,--,--,,
BUENOS AIRES,Carlos Casares,,--,--,,--,SI,
,Carlos Tejedor,Carlos Tejedor,SI,SI,SI,SI,SI,--
BUENOS AIRES,Carlos Tejedor,Colonia Seré,,--,--,,SI,--
BUENOS AIRES,Carlos Tejedor,,--,--,,--,SI,
BUENOS AIRES,,,--,,,--,,--
,Carlos Tejedor,Tres Algarrobos (Est. Cuenca),--,--,--,SI,SI,SI
,Angaco,Villa El Salvador - Villa Sefair,,--,--,,--,--
SAN JUAN,,Villa Sefair (Talacasto),--,,--,--,,
BUENOS AIRES,,,--,,,SI,,--
BUENOS AIRES,Chascomús,,SI,SI,,SI,SI,SI
BUENOS AIRES,,Laguna Vitel,--,,--,SI,,--
BUENOS AIRES,Chascomús,Manuel J. Cobo (Est. Lezama),,--,--,,SI,--
,Chascomús,Villa Parque Girado,,--,--,,--,
BUENOS AIRES,,,--,,,--,,--
BUENOS AIRES,Chivilcoy,,SI,SI,,SI,SI,SI
BUENOS AIRES,,Emilio Ayarza,--,,--,--,,--
BUENOS AIRES,,,SI,,,--,,
,Chivilcoy,La Rica,SI,--,--,--,SI,--
,Chivilcoy,Moquehuá,,--,SI,,SI,--
BUENOS AIRES,Chivilcoy,Ramón Biaus,,--,--,,SI,
,Yavi,Barrios,,--,SI,,--,--
JUJUY,Yavi,,--,--,,--,--,--
BUENOS AIRES,,Carmen de Areco,SI,,--,SI,,--
,Carmen de Areco,Pueblo Gouin,,--,--,,--,--
BUENOS AIRES,Carmen de Areco,Tres Sargentos,,--,--,,SI,
BUENOS AIRES,,,SI,,,SI,,SI
BUENOS AIRES,,Centro Guerrero,--,,SI,--,,--
,Castelli,Cerro de la Gloria,,--,SI,,--,
,Chacabuco,Castilla,--,--,--,--,SI,
,Chacabuco,Chacabuco,SI,SI,SI,SI,SI,--
BUENOS AIRES,Chacabuco,Los Angeles,,--,--,,--,--
BUENOS AIRES,,,SI,,,SI,,
BUENOS AIRES,Chacabuco,,SI,--,,SI,SI,
BUENOS AIRES,Chascomús,Barrio Lomas Altas,,--,--,,--,--
,General Villegas,Villa Saboya,,--,--,,SI,--
,General Villegas,Villa Sauze,--,--,--,--,SI,
BUENOS AIRES,Guaminí,Arroyo Venado,,--,--,,--,
BUENOS AIRES,,Casbas,--,,--,SI,,--
BUENOS AIRES,Guaminí,,--,,,SI,SI,--
BUENOS AIRES,Guaminí,,--,--,,SI,SI,
BUENOS AIRES,,,SI,,,--,,
BUENOS AIRES,Hipólito Yrigoyen,Henderson,,SI,--,,SI,--
,Hipólito Yrigoyen,Herrera Vegas,,--,--,,--,--
BUENOS AIRES,,,SI,,SI,SI,,--
JUJUY,Yavi,,--,--,,--,--,
JUJUY,Yavi,La Intermedia,,--,SI,,--,--
,Zonda,Villa Tacu,--,--,--,--,--,--
SAN LUIS,Ayacucho,,--,--,,--,,--
BUENOS AIRES,,Villa Santos Tesei,SI,,SI,SI,,
BUENOS AIRES,,,--,,,SI,,--
BUENOS AIRES,Ituzaingó,,SI,SI,,SI,SI,SI
,Ituzaingó,Ituzaingó Sur,,--,--,,--,
BUENOS AIRES,Ituzaingó,Villa Gobernador Udaondo,,SI,SI,,SI,--
BUENOS AIRES,José C. Paz,,--,--,,SI,SI,--
BUENOS AIRES,,José C Paz,SI,,SI,SI,,SI
BUENOS AIRES,Necochea,,--,--,,SI,--,
BUENOS AIRES,,,--,,,--,,--
BUENOS AIRES,Necochea,Juan N. Fernández,,--,--,,SI,SI
,Necochea,Necochea - Quequén,,SI,SI,,SI,SI
,Necochea,Nicanor Olivera (Est. La Dulce),SI,SI,--,--,SI,--
,Necochea,Ramón Santamarina,,--,--,,SI,
BUENOS AIRES,,Blancagrande,--,,--,--,,--
BUENOS AIRES,Olavarría,,--,--,,SI,--,--
,Olavarría,Colonia Nievas,,--,--,,--,
,Olavarría,Colonia San Miguel,--,--,--,--,--,
BUENOS AIRES,,,--,,,--,,--
BUENOS AIRES,Olavarría,,SI,--,,SI,SI,SI
,Olavarría,Olavarría,,SI,SI,,SI,
BUENOS AIRES,Olavarría,Recalde,,--,--,,SI,--
BUENOS AIRES,Olavarría,Santa Luisa,,--,--,,--,--
,Chivilcoy,San Sebastián,SI,--,--,--,SI,--
BUENOS AIRES,,,SI,--,,SI,SI,
BUENOS AIRES,,El Arbolito,--,,--,--,,
,Colón,Pearson,--,--,--,--,SI,--
,Colón,Sarasa,,--,--,,--,--
BUENOS AIRES,Colón,Villa Manuel Pomar,,--,--,,--,
,Coronel de Marina L. Rosales,Bajo Hondo,--,--,SI,SI,SI,
BUENOS AIRES,Coronel de Marina L. Rosales,,--,--,,SI,,SI
BUENOS AIRES,,Pago Chico,--,,--,SI,,--
BUENOS AIRES,,,SI,,,SI,,
BUENOS AIRES,Coronel de Marina L. Rosales,,--,--,,SI,--,
,Coronel de Marina L. Rosales,Villa General Arias (Est. Kilómetro 638),,--,SI,,SI,--
BUENOS AIRES,Coronel Dorrego,Aparicio,,--,--,,SI,--
BUENOS AIRES,Coronel Dorrego,,--,--,,--,SI,--
BUENOS AIRES,,Coronel Dorrego,SI,,--,SI,,
,Coronel Dorrego,El Perdido (Est. José A. Guisasola),--,--,SI,SI,SI,--
BUENOS AIRES,Coronel Dorrego,Faro,,--,--,,--,--
BUENOS AIRES,,Irene,--,,--,SI,,--
BUENOS AIRES,Coronel Dorrego,,--,,,SI,SI,
BUENOS AIRES,Coronel Dorrego,,--,--,,SI,--,--
BUENOS AIRES,,,--,,,SI,,--
BUENOS AIRES,Coronel Pringles,Coronel Pringles (Est. Pringles),,SI,SI,,SI,
,Coronel Pringles,El Divisorio,,--,--,,--,--
BUENOS AIRES,,,--,,--,--,,--
BUENOS AIRES,Coronel Pringles,,--,SI,,SI,SI,--
BUENOS AIRES,,,--,,,--,,--
BUENOS AIRES,,Cascadas,--,,--,--,,
,Coronel Suárez,Coronel Suárez,,SI,SI,,SI,--
,Coronel Suárez,Cura Malal,--,--,--,--,--,--
,Coronel Suárez,D'Orbigny,--,--,--,--,--,
BUENOS AIRES,La Costa,Las Toninas,,SI,SI,,SI,--
BUENOS AIRES,,,SI,,,SI,,--
BUENOS AIRES,La Costa,,SI,SI,,SI,SI,--
BUENOS AIRES,La Costa,San Clemente del Tuyú,,SI,SI,,SI,
,La Costa,Santa Teresita - Mar del Tuyú,,SI,SI,,SI,
BUENOS AIRES,,20 De Junio,SI,,--,SI,,--
BUENOS AIRES,,,SI,,,SI,,--
,Puán,Estela,--,--,--,SI,--,
,Puán,Felipe Solá,,--,--,,SI,
BUENOS AIRES,Puán,López Lecube,,--,--,,--,--
,Pehuajó,Francisco Madero,,SI,--,,SI,--
BUENOS AIRES,Pehuajó,,--,--,,--,--,
BUENOS AIRES,,Juan José Paso,--,,SI,SI,,
,Pehuajó,Magdala,,--,--,,SI,--
BUENOS AIRES,Pehuajó,Mones Cazón,,--,--,,SI,--
,Pehuajó,Nueva Plata,--,--,--,--,SI,
,Pehuajó,Pehuajó,,SI,SI,,SI,
BUENOS AIRES,,San Bernardo (Est. Guanaco),--,,--,--,,--
BUENOS AIRES,,,--,,,--,,--
BUENOS AIRES,Pellegrini,,--,--,,SI,--,
BUENOS AIRES,,De Bary,--,,--,--,,
BUENOS AIRES,Pellegrini,Pellegrini,,SI,--,,SI,SI
,Pergamino,Acevedo,,--,--,,SI,--
BUENOS AIRES,,,SI,,,--,,
BUENOS AIRES,Pergamino,,--,--,,SI,--,--
,La Matanza,Ciudad Evita,,SI,SI,,SI,--
,La Matanza,Gonzalez Catán,SI,SI,SI,SI,SI,SI
BUENOS AIRES,,,SI,,,SI,,
BUENOS AIRES,,Isidro Casanova,SI,,SI,SI,,--
BUENOS AIRES,,,SI,,SI,SI,,--
BUENOS AIRES,La Matanza,,SI,SI,,SI,SI,--
,Pergamino,Juan A. de la Peña,--,--,--,--,--,--
BUENOS AIRES,Pergamino,Juan Anchorena (Est. Urquiza),,--,SI,,SI,
BUENOS AIRES,Pergamino,,SI,--,,SI,SI,--
BUENOS AIRES,,,--,,,SI,,--
BUENOS AIRES,,Mariano Benítez,--,,--,--,,
BUENOS AIRES,,,--,--,,SI,--,SI
,Pergamino,Pergamino,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Pergamino,Pinzón,,--,--,,--,--
BUENOS AIRES,Pergamino,Rancagua,,--,SI,,SI,SI
,Pergamino,Villa Angélica (Est. El Socorro),,--,--,,--,
BUENOS AIRES,Pergamino,,--,--,,--,SI,--
BUENOS AIRES,,,--,,,--,,--
,Pila,Pila,--,SI,SI,SI,SI,
BUENOS AIRES,Tres De Febrero,Villa Raffo,,--,SI,,SI,
BUENOS AIRES,Tres Lomas,,--,--,,--,SI,--
BUENOS AIRES,,Tres Lomas,SI,,SI,SI,,--
,Vicente López,Carapachay,,--,SI,,SI,
,Vicente López,Florida,SI,--,SI,SI,SI,
,Vicente López,Florida Oeste,,--,SI,,SI,SI
BUENOS AIRES,Vicente López,La Lucila,,--,SI,,SI,--
BUENOS AIRES,,,SI,,,SI,,
BUENOS AIRES,Vicente López,,SI,SI,,SI,SI,
BUENOS AIRES,Vicente López,Vicente López,,SI,SI,,SI,--
,Vicente López,Villa Adelina,--,--,SI,,--,--
BUENOS AIRES,Vicente López,Villa Martelli,,--,SI,,SI,SI
,Villa Gesell,Mar Azul,,--,--,,SI,
BUENOS AIRES,Villa Gesell,,--,--,,SI,--,--
BUENOS AIRES,,,SI,,,SI,,--
BUENOS AIRES,,Argerich,--,,--,--,,
BUENOS AIRES,Villarino,,--,--,,--,,
,Villarino,Country Los Medanos,--,--,--,--,--,--
BUENOS AIRES,Villarino,Hilario Ascasubi,,--,--,,SI,--
BUENOS AIRES,,,--,,,SI,,--
BUENOS AIRES,,Mayor Buratovich,SI,,SI,SI,,
,Villarino,Médanos,,SI,--,,SI,--
BUENOS AIRES,Villarino,Pedro Luro,,--,SI,,SI,--
BUENOS AIRES,,,--,,,SI,,--
BUENOS AIRES,Zárate,,--,--,,SI,--,
BUENOS AIRES,,,--,,,SI,--,--
BUENOS AIRES,,Escalada,--,,--,--,,--
BUENOS AIRES,Zárate,Lima,,--,SI,,SI,
,Lavalle,Las Violetas,--,--,--,--,--,--
MENDOZA,,Villa Tulumaya,--,,SI,SI,,--
CABA,,,SI,,,SI,,SI
CORDOBA,Marcos Juárez,,SI,--,,SI,--,SI
CORDOBA,,,SI,,,SI,,
CORDOBA,Marcos Juárez,Isla Verde,,--,SI,,SI,--
,Marcos Juárez,Leones,,--,SI,,SI,--
,Pocho,Taninga,--,--,--,--,--,
CORDOBA,Pocho,Villa de Pocho,,--,--,,SI,--
BUENOS AIRES,,Rafael Castillo,SI,,SI,SI,,--
BUENOS AIRES,La Matanza,,SI,,,SI,SI,SI
,La Matanza,San Justo,,SI,SI,,SI,
,La Matanza,Tapiales,SI,SI,SI,SI,SI,
BUENOS AIRES,,,SI,,,SI,,--
SAN LUIS,Libertador Grl. San Martín,,--,--,,--,--,SI
,Libertador Grl. San Martín,Las Lagunas,,--,--,,--,--
SAN LUIS,Libertador Grl. San Martín,Los Comederos,,--,--,,--,
SAN LUIS,Libertador Grl. San Martín,Mesilla Del Cura,,--,--,,--,--
,Zárate,Zárate,SI,--,SI,SI,SI,SI
CABA,COMUNA 01,,SI,SI,,SI,,
CORDOBA,,Los Surgentes,SI,,SI,SI,,
,Marcos Juárez,Marcos Juárez,SI,--,SI,SI,SI,--
,Ensenada,Dique Nº 1,,--,--,,--,--
BUENOS AIRES,Ensenada,Ensenada,,SI,SI,,SI,
,Ensenada,Isla Santiago (Oeste),,--,--,,--,
BUENOS AIRES,Ensenada,,--,--,,SI,--,--
BUENOS AIRES,,Villa Catela,--,,--,SI,,--
BUENOS AIRES,,Belen de Escobar,SI,,SI,SI,,
BUENOS AIRES,,,--,,,SI,,--
,Escobar,Garín,SI,--,SI,SI,SI,SI
,El Alto,Vilismán,,--,--,,--,--
BUENOS AIRES,Esteban Echeverría,,--,--,,SI,,SI
BUENOS AIRES,,Luis Guillón,SI,,SI,SI,,
,Esteban Echeverría,Monte Grande,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,,--,--,,SI,--
BUENOS AIRES,,Arroyo de la Cruz,--,,,SI,,--
BUENOS AIRES,Exaltación de la Cruz,,SI,SI,,SI,SI,
BUENOS AIRES,,,--,,,--,,--
BUENOS AIRES,,El Remanso,SI,,--,SI,,--
,Exaltación de la Cruz,Los Cardales,,SI,--,,SI,
,La Matanza,Villa Luzuriaga,SI,SI,SI,SI,SI,--
BUENOS AIRES,,Virrey Del Pino,SI,,SI,SI,,--
BUENOS AIRES,,,SI,--,,SI,SI,--
BUENOS AIRES,,,--,,,SI,,
BUENOS AIRES,La Plata,,--,--,,--,--,--
,La Plata,Arturo Segui,--,--,--,SI,SI,--
BUENOS AIRES,La Plata,Barrio El Carmen Oeste,,--,--,,--,--
,La Plata,Barrio El Peligro,,--,--,,SI,--
,La Plata,Barrio Gambier,--,--,--,SI,--,
BUENOS AIRES,,,--,,,SI,,--
BUENOS AIRES,,Barrio Las Quintas,--,,--,SI,,--
,La Plata,Lomas de Copello,--,--,--,--,--,
BUENOS AIRES,La Plata,City Bell,,--,SI,,SI,
BUENOS AIRES,La Plata,,--,--,,SI,--,--
BUENOS AIRES,,El Retiro,--,,SI,SI,,--
BUENOS AIRES,La Plata,Esquina Negra,,--,--,,--,
,La Plata,Ignacio Correas,,--,--,--,--,--
,La Plata,Joaquin Gorina,--,--,SI,SI,SI,--
,La Plata,Jose Hernandez,,--,SI,,--,--
BUENOS AIRES,,Jose Melchor Romero,--,,--,SI,,
BUENOS AIRES,,,--,,,SI,,
,La Plata,La Plata,,SI,SI,,SI,SI
,La Plata,La Providencia,--,--,--,--,--,--
,La Plata,Lisandro Olmos,,--,--,,--,
BUENOS AIRES,La Plata,Los Hornos,,--,SI,,--,
BUENOS AIRES,,,--,,,SI,,--
BUENOS AIRES,La Plata,,--,--,,--,--,--
BUENOS AIRES,La Plata,,--,--,,SI,SI,--
BUENOS AIRES,,Rufino De Elizalde,--,,--,SI,,
,La Plata,ruta del sol,,--,--,,--,--
,La Plata,ruta del sol,SI,--,--,SI,--,--
BUENOS AIRES,,Tolosa,--,,SI,SI,,
BUENOS AIRES,,,--,,,SI,,SI
BUENOS AIRES,La Plata,Villa Elisa,,--,SI,,SI,--
,La Plata,Villa Elvira,,--,SI,,--,--
BUENOS AIRES,La Plata,,--,--,,--,--,
BUENOS AIRES,,,--,,,SI,,--
BUENOS AIRES,,Pilar,SI,,SI,SI,,SI
BUENOS AIRES,,,SI,--,,SI,SI,--
,Pilar,Roberto De Vicenzo,--,--,--,SI,--,--
BUENOS AIRES,Pilar,Santa Teresa,,--,--,,--,
BUENOS AIRES,,,--,,,SI,,SI
BUENOS AIRES,,Villa Astolfi,--,,SI,SI,,--
BUENOS AIRES,,,SI,,,SI,SI,--
BUENOS AIRES,,Zelaya,SI,,--,SI,,
BUENOS AIRES,Pinamar,Carilo,,--,--,,--,--
,Pinamar,Ostende,--,--,--,SI,--,--
,Pinamar,Pinamar,,--,SI,,SI,
BUENOS AIRES,Pinamar,Valeria Del Mar,,--,--,,--,--
BUENOS AIRES,,,--,,,SI,,--
BUENOS AIRES,Presidente Perón,,SI,SI,,SI,SI,--
BUENOS AIRES,Puán,17 de Agosto,,--,--,,SI,--
,Puán,Azopardo,--,--,--,--,--,
BUENOS AIRES,,Bordenave,--,,SI,--,,SI
BUENOS AIRES,Puán,,SI,SI,,SI,,--
,Puán,Puán,--,--,SI,SI,SI,
,Puán,San Germán,,--,--,,SI,
BUENOS AIRES,Puán,Villa Castelar (Est. Erize),,--,--,,SI,--
,Puán,Villa Iris,,--,SI,,SI,--
BUENOS AIRES,Punta Indio,,--,--,,--,--,
BUENOS AIRES,,,--,,,--,,--
,Punta Indio,Pipinas,,--,--,,SI,--
BUENOS AIRES,Punta Indio,Punta Indio,,--,--,,SI,--
,Punta Indio,Verónica,,--,SI,,SI,
BUENOS AIRES,Quilmes,Bernal,,SI,SI,,SI,SI
BUENOS AIRES,,,SI,,,SI,,--
CATAMARCA,Fray Mamerto Esquiú,,--,--,,--,--,SI
CATAMARCA,Fray Mamerto Esquiú,,--,--,,--,,--
BUENOS AIRES,,Carlos María Naón,--,,--,SI,,
,9 de Julio,Dudignac,,SI,--,,SI,--
,9 de Julio,La Aurora (Est. La Niña),--,--,--,SI,--,--
BUENOS AIRES,,Manuel B. Gonnet (Est. French),SI,,SI,SI,,
BUENOS AIRES,,,--,,,SI,,
BUENOS AIRES,9 de Julio,Morea,,--,--,,--,--
,9 de Julio,Norumbega,,--,--,,SI,--
BUENOS AIRES,9 de Julio,,SI,--,,--,SI,
BUENOS AIRES,,,--,,,SI,,
BUENOS AIRES,,Carhué,SI,,SI,SI,,--
BUENOS AIRES,,,--,,,SI,SI,--
,Adolfo Alsina,Delfín Huergo,--,--,--,--,--,
BUENOS AIRES,Adolfo Alsina,Espartillar,,--,--,,--,
BUENOS AIRES,,,--,,,--,,--
BUENOS AIRES,,La Pala,--,,--,--,,--
BUENOS AIRES,,,--,,SI,SI,,
BUENOS AIRES,Escobar,,SI,--,,SI,SI,
,Escobar,Loma Verde,--,--,SI,SI,--,--
BUENOS AIRES,Escobar,Maquinista F. Savio (este),,--,SI,,SI,--
,Escobar,Matheu,,--,SI,,SI,
,Escobar,Puerto Paraná,--,--,--,SI,--,
BUENOS AIRES,,,SI,,,SI,,--
BUENOS AIRES,,Canning,SI,,SI,SI,,--
,Fray Mamerto Esquiú,Collagasta,--,--,--,--,--,
CATAMARCA,Fray Mamerto Esquiú,El Hueco,,--,SI,,--,--
BUENOS AIRES,Adolfo Alsina,,--,--,,SI,SI,--
BUENOS AIRES,,Thames,--,,--,--,,--
BUENOS AIRES,Adolfo Alsina,Villa Margarita,,--,--,,--,
,Adolfo Alsina,Yutuyaco,,--,--,--,--,--
,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves (Est. Chaves),SI,SI,SI,SI,SI,--
,Adolfo Gonzales Chaves,De la Garma,,--,SI,,SI,--
BUENOS AIRES,,Juan E. Barra,--,,--,--,,--
BUENOS AIRES,,,--,,,SI,,
BUENOS AIRES,Alberti,Alberti (Est. Andrés Vaccarezza),,SI,SI,,SI,--
,Alberti,Coronel Seguí,--,--,--,--,--,--
BUENOS AIRES,Alberti,Mechita,,--,--,,--,--
,Alberti,Pla,--,--,--,,SI,
BUENOS AIRES,Alberti,,--,--,,SI,--,--
BUENOS AIRES,,Villa María,--,,--,--,,--
BUENOS AIRES,,Villa Ortiz (Est. Coronel Mom),--,,--,SI,,
MISIONES,,,--,,,--,,--
,Apóstoles,San José,SI,--,SI,SI,SI,--
,Almirante Brown,Adrogué,,SI,SI,,SI,SI
BUENOS AIRES,Almirante Brown,,SI,SI,,SI,SI,
BUENOS AIRES,,Claypole,SI,,SI,SI,,
,Almirante Brown,Don Orione,--,--,--,SI,--,--
BUENOS AIRES,Almirante Brown,Glew,,SI,SI,,SI,--
BUENOS AIRES,,Jose Mármol,--,,,SI,,
CATAMARCA,Fray Mamerto Esquiú,,--,--,,--,--,
BUENOS AIRES,,,SI,,,SI,,--
BUENOS AIRES,,Malvinas Argentinas,SI,,SI,SI,,--
,Almirante Brown,Ministro Rivadavia,,SI,SI,,SI,
,Almirante Brown,Rafael Calzada,SI,SI,SI,SI,SI,
BUENOS AIRES,,San Francisco Solano,SI,,SI,SI,,--
BUENOS AIRES,,,SI,SI,,SI,SI,SI
MISIONES,Apóstoles,,--,--,,--,--,
MISIONES,,,--,,,SI,,
BUENOS AIRES,Exaltación de la Cruz,Parada Orlando,,--,--,,--,SI
,Exaltación de la Cruz,Parada Robles - Pavón,,--,SI,,SI,--
,Ezeiza,Aeropuerto Internacional Ezeiza,SI,SI,SI,SI,SI,
BUENOS AIRES,Ezeiza,Canning,,SI,SI,,SI,
BUENOS AIRES,,Carlos Spegazzini,SI,,SI,SI,,SI
BUENOS AIRES,Ezeiza,,SI,,,SI,SI,SI
,Ezeiza,La Unión,,--,SI,,SI,SI
,Eldorado,Nueva Delicia,--,--,--,--,--,
MISIONES,,,--,,,--,,--
BUENOS AIRES,Ezeiza,,SI,SI,,SI,SI,--
,Florencio Varela,Bosques,,SI,SI,,SI,--
BUENOS AIRES,Florencio Varela,El Tropezon,,--,--,,--,
,Florencio Varela,Estanislao Severo Zeballos,,SI,SI,,SI,--
,Florencio Varela,Florencio Varela,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Florencio Varela,,SI,SI,,SI,,
BUENOS AIRES,,Ingeniero Juan Allan,SI,,SI,SI,,--
,Florencio Varela,La Capilla,--,--,SI,SI,SI,--
,La Plata,Villa Parque Sicardi,,--,--,,--,--
,Lanús,Gerli,SI,SI,SI,SI,SI,
,Lanús,Lanús Este,,SI,SI,,SI,SI
BUENOS AIRES,,Lanús Oeste,--,,SI,SI,,--
BUENOS AIRES,Lanús,,SI,SI,,SI,SI,--
